"uid","city_name","offense_code","offense_type","date_single","address","longitude","latitude","location_type","location_category","fips_state","fips_county","tract","block_group","block"
3105808,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-27 13:58:00,"000XX N HAMLIN BLVD",-87.720764,41.881089,"private vehicle","vehicle",17,"031","260100",1,1021
3106582,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-28 17:45:00,"066XX S MARSHFIELD AVE",-87.665312,41.773075,"other open space","open space",17,"031","671500",1,1002
3106717,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-28 21:18:00,"023XX S CALIFORNIA AVE",-87.695359,41.848757,"street","street",17,"031","301200",3,3005
3106814,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-29 00:17:00,"115XX S PERRY AVE",-87.625303,41.684115,"residence","residence",17,"031","530200",1,1007
3106847,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-29 02:15:00,"053XX S UNION AVE",-87.642801,41.797144,"private vehicle","vehicle",17,"031","843800",2,2025
3106980,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-29 09:17:00,"065XX S SANGAMON ST",-87.648315,41.775269,"residence","residence",17,"031","681000",3,3000
3107302,"Chicago","09A","murder and nonnegligent manslaughter",2015-11-29 20:16:00,"009XX W 59TH ST",-87.649041,41.786967,"other open space","open space",17,"031","834800",1,1008
3108074,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-01 01:52:00,"008XX E 83RD ST",-87.603309,41.743998,"street","street",17,"031","440102",4,4004
3108502,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-01 18:43:00,"047XX N KIMBALL AVE",-87.713337,41.967465,"street","street",17,"031","140701",2,2009
3109456,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-03 05:53:00,"120XX S MICHIGAN AVE",-87.620414,41.674721,"street","street",17,"031","530600",3,3022
3110455,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-04 16:24:00,"041XX W 21ST ST",-87.728524,41.853446,"street","street",17,"031","292500",2,2012
3110580,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-04 19:48:00,"051XX S TROY ST",-87.702516,41.799842,"street","street",17,"031","630400",4,4006
3110878,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-05 07:06:00,"008XX N AVERS AVE",-87.722427,41.895875,"street","street",17,"031","231200",3,3013
3111570,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-06 07:11:00,"010XX W 50TH ST",-87.651764,41.803317,"private vehicle","vehicle",17,"031","611000",1,1007
3113833,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-09 15:44:00,"048XX W GLADYS AVE",-87.745335,41.875877,"street","street",17,"031","252202",5,5004
3114552,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-10 17:30:00,"065XX N HOYNE AVE",-87.682642,42.000176,"residence","residence",17,"031","020500",3,3003
3115435,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-11 22:48:00,"007XX W 92ND ST",-87.642505,41.726951,"street","street",17,"031","730100",3,3008
3115946,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-12 17:18:00,"071XX S CARPENTER ST",-87.650462,41.764656,"street","street",17,"031","681400",4,4002
3116423,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-13 10:41:00,"072XX S MAY ST",-87.652842,41.762801,"street","street",17,"031","681400",2,2005
3117572,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-15 02:48:00,"034XX W LAWRENCE AVE",-87.714928,41.968384,"street","street",17,"031","140701",2,2001
3118328,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-16 04:45:00,"017XX N LUNA AVE",-87.76432,41.912161,"residence","residence",17,"031","250300",3,3008
3118968,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-17 00:42:00,"005XX E MARQUETTE RD",-87.612711,41.774837,"street","street",17,"031","420700",3,3006
3119124,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-17 09:43:00,"068XX S ANTHONY AVE",-87.614578,41.770126,"commercial vehicle","vehicle",17,"031","690500",1,1002
3119395,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-17 17:15:00,"083XX S ADA ST",-87.657159,41.742297,"private vehicle","vehicle",17,"031","711100",1,1005
3119418,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-17 17:53:00,"077XX S WINCHESTER AVE",-87.672002,41.753083,"street","street",17,"031","710400",5,5015
3121034,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-20 06:42:00,"054XX S LAFLIN ST",-87.662188,41.795212,"private vehicle","vehicle",17,"031","611900",1,1023
3121036,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-20 06:52:00,"052XX S GREEN ST",-87.646512,41.799227,"residence","residence",17,"031","612100",1,1018
3121551,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-21 00:35:00,"054XX W HIRSCH ST",-87.762954,41.90579,"street","street",17,"031","250700",5,5015
3121845,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-21 15:19:00,"014XX W WABANSIA AVE",-87.663201,41.91335,"street","street",17,"031","842300",1,1005
3123150,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-23 14:30:00,"011XX N LECLAIRE AVE",-87.753293,41.900939,"street","street",17,"031","251100",4,4005
3123322,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-23 18:35:00,"010XX N LAMON AVE",-87.748349,41.898883,"residence","residence",17,"031","251100",1,1008
3123921,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-24 16:50:00,"073XX S VERNON AVE",-87.613951,41.761253,"street","street",17,"031","690900",5,5010
3124004,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-24 19:09:00,"003XX W 111TH PL",-87.630995,41.691584,"street","street",17,"031","491300",4,4003
3124387,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-25 12:24:00,"071XX S UNION AVE",-87.641532,41.764737,"street","street",17,"031","681300",2,2011
3125090,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-26 19:47:00,"006XX S TRIPP AVE",-87.73153,41.873028,"street","street",17,"031","261000",1,1002
3125201,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-26 22:40:00,"028XX W 21ST ST",-87.696855,41.853733,"street","street",17,"031","840700",1,1006
3125299,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-27 02:16:00,"059XX S WENTWORTH AVE",-87.630307,41.786969,"street","street",17,"031","834600",4,4059
3125368,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-27 06:05:00,"059XX S WENTWORTH AVE",-87.630307,41.786969,"street","street",17,"031","834600",4,4059
3125523,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-27 14:05:00,"003XX W 116TH ST",-87.630469,41.683408,"street","street",17,"031","530200",4,4038
3125844,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-28 00:01:00,"045XX N SHERIDAN RD",-87.654773,41.964235,"residence","residence",17,"031","031502",2,2003
3126869,"Chicago","09A","murder and nonnegligent manslaughter",2015-12-29 22:39:00,"090XX S GREENWOOD AVE",-87.597408,41.730604,"street","street",17,"031","470100",2,2034
